Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NOSSA SENHORA DA VISITACAO CENTRO PROMOCIONAL,35804939,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MARCIO EGIDIO DE SOUZA ARANHA, 143 AVENIDA. JARDIM IPAUSSURAMA. 13060-840 Campinas - SP.",(19) 32278128,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.92812645,-47.12341997
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NOVA JERUSALEM CENTRO EDUCAC ASSIST BENEFICENTE,35804940,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ALVES PRESIDENTE, 1252 RUA. JARDIM FLAMBOYANT. 13091-107 Campinas - SP.",(19) 32558350,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8888729,-47.03058789
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSOCIACAO EVANGELICA ASSISTENCIAL,35804952,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FRANCISCO ANTONIO DA SILVA, 770 RUA. VILA FORMOSA. 13045-025 Campinas - SP.",(19) 32760357,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9512333333333,-47.0223916666667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SPES SERVICO SOCIAL DA PAROQUIA SAO PAULO APOSTOLO,35804964,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"LUIZ ARISTEO NUCCI, 9 RUA. JARDIM SAO MARCOS. 13082-210 Campinas - SP.",(19) 32460921,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8500569756431,-47.1177039404431
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LAR TERNURA CRECHE,35804976,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTHERO CHRYSTINO, 627 RUA. PARQUE RURAL FAZENDA SANTA CANDIDA. 13087-556 Campinas - SP.",(19) 32568923,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8346588,-47.0377146
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MAE CRISTINA CRECHE,35804988,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTONIO FRANCISCO DE PAULA SOUZA ENGENHEIRO, 790 AVENIDA. VILA PARAISO. 13043-540 Campinas - SP.",(19) 32711891,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.92841,-47.04585
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RUTH DE MARIA CAMARGO SAMPAIO IRMA FUNDACAO,35804997,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ANTONIO DE MENDONCA, 100 CHACARA BOA VISTA. 13068-575 Campinas - SP.",(19) 32820319,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8693391055382,-47.1480398909463
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE DE EDUCACAO INFANTIL ADELIA ZORNIG,35805026,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"SEBASTIAO AUGUSTO DE CASTRO DOUTOR, 34 RUA. PARQUE VALENCA II. 13058-582 Campinas - SP.",(19) 32218172,Privada,Comunitária,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9386033333333,-47.193
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FLORESTA ENCANTADA PARQUE INFANTIL,35806237,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"DAS CAMELIAS, 119 157 E 175. CHACARA PRIMAVERA. 13087-488 Campinas - SP.",(19) 32960732,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.86275,-47.04967
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RECANTO DA ALEGRIA BERCARIO E PRE ESCOLA,35806250,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANGELO VICENTIM, 182 RUA. BARAO GERALDO. 13084-060 Campinas - SP.",(19) 32890391,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8261647,-47.08341734
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEDRO E RAFAEL COLEGIO,35807990,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"CARLOS DE ARAUJO GOBBI, 529 AVENIDA. VILA SAO BENTO. 13034-670 Campinas - SP.",(19) 32136029,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9110192,-47.0945023
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SHALOM COLEGIO,35808155,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ANTONIO CARLOS NEVES, 149 RUA. CHACARAS CAMPOS ELISEOS. 13050-173 Campinas - SP.",(19) 32694400,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.94996615,-47.09669884
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CIE CENTRO INTEGRADO DE EDUCACAO COLEGIO MULTIPLO,35808167,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MARGARIDAS, 900 RUA. CHACARA PRIMAVERA. 13087-450 Campinas - SP.",(19) 37878490,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.8557545,-47.0503494
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,WALDORF VEREDAS ESCOLA ASSOCIATIVA,35808702,SP,Campinas,Rural,A escola não está em área de localização diferenciada,Privada,"ESTRADA M ADELINA SEGANTINE C LEITE, SN KM 2 6. CHACARA S RAFAEL. 13098-035 Campinas - SP.",,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.8321803,-47.0098002
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RAPHAEL DI SANTO INSTITUTO EDUCACIONAL,35812900,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTONIO FERREIRA LARANJA, 57 RUA. JARDIM GARCIA. 13061-090 Campinas - SP.",(19) 37287700,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-22.91439417,-47.10184906
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESTRELINHA DO ORIENTE CRECHE,35813898,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA PASTOR PRATA VIEIRA, 31 RUA. VISTA ALEGRE. 13056-510 Campinas - SP.",(19) 32268000,Privada,Comunitária,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.99048,-47.11817
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSOCIACAO PRESBITERIANA DE ACAO SOCIAL,35813904,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PAULA CREPALDI VALERIO, 60 RUA. VILA BOURBON SOUSAS. 13105-556 Campinas - SP.",(19) 32585317,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8806443662269,-46.9719488557791
